entity_id,created_at,updated_at,etype,content
945,2025-12-04 17:37:01.271546,2025-12-04 17:37:01.271546,Identifier,"{""id"": ""akamai technologies, inc."", ""id_type"": ""org_name"", ""unique_id"": ""org_name:akamai technologies, inc.""}"
950,2025-12-04 17:37:04.273282,2025-12-04 17:37:04.273282,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.84.108""}"
930,2025-12-04 17:36:58.364367,2025-12-04 19:33:09.483816,IPAddress,"{""type"": ""IPv4"", ""address"": ""205.220.177.243""}"
928,2025-12-04 17:36:56.755225,2025-12-04 19:37:24.481312,IPAddress,"{""type"": ""IPv4"", ""address"": ""13.111.228.251""}"
940,2025-12-04 17:37:00.308928,2025-12-04 19:37:24.490308,IPAddress,"{""type"": ""IPv4"", ""address"": ""13.111.90.77""}"
948,2025-12-04 17:37:02.667002,2025-12-04 19:37:24.492756,IPAddress,"{""type"": ""IPv4"", ""address"": ""207.211.61.7""}"
955,2025-12-04 17:37:05.229052,2025-12-04 18:32:36.493828,Netblock,"{""cidr"": ""136.147.128.0/20"", ""type"": ""IPv4""}"
958,2025-12-04 17:37:05.288324,2025-12-04 17:37:05.288324,FQDN,"{""name"": ""27.129.147.136.in-addr.arpa""}"
978,2025-12-04 17:37:08.146354,2025-12-04 17:37:08.146354,ContactRecord,"{""discovered_at"": ""akamai.com""}"
979,2025-12-04 17:37:08.151726,2025-12-04 17:37:08.151726,FQDN,"{""name"": ""akamai.com""}"
984,2025-12-04 17:37:08.436699,2025-12-04 17:37:08.4367,URL,"{""url"": ""https://rdap.arin.net/registry/autnum/14340"", ""host"": ""rdap.arin.net"", ""path"": ""/registry/autnum/14340"", ""port"": 443, ""scheme"": ""https""}"
987,2025-12-04 17:37:10.863343,2025-12-04 17:37:10.863343,FQDN,"{""name"": ""78.91.111.13.in-addr.arpa""}"
988,2025-12-04 17:37:10.870333,2025-12-04 17:37:10.870333,FQDN,"{""name"": ""27.18.111.13.in-addr.arpa""}"
989,2025-12-04 17:37:10.871104,2025-12-04 17:37:10.871104,FQDN,"{""name"": ""7.131.147.136.in-addr.arpa""}"
990,2025-12-04 17:37:10.875138,2025-12-04 17:37:10.875138,FQDN,"{""name"": ""210.21.111.13.in-addr.arpa""}"
991,2025-12-04 17:37:10.88967,2025-12-04 17:37:10.88967,FQDN,"{""name"": ""65.139.53.84.in-addr.arpa""}"
994,2025-12-04 17:37:12.249396,2025-12-04 17:37:12.249396,Organization,"{""name"": ""Salesforce.com, Inc."", ""unique_id"": ""83f0c01b-ed54-4032-8dad-f71802a7e929""}"
3838,2025-12-04 19:39:55.992408,2025-12-04 19:39:55.992408,IPNetRecord,"{""cidr"": ""76.223.0.0/17"", ""name"": ""AMAZO-4"", ""type"": ""IPv4"", ""handle"": ""NET-76-223-0-0-1"", ""method"": ""DIRECT ALLOCATION"", ""status"": [""active""], ""end_address"": ""76.223.175.255"", ""created_date"": ""2018-01-10T21:10:59Z"", ""updated_date"": ""2018-03-07T12:52:58Z"", ""whois_server"": ""whois.arin.net"", ""parent_handle"": ""NET-76-0-0-0-0"", ""start_address"": ""76.223.0.0""}"
913,2025-12-04 17:36:53.753924,2025-12-04 19:40:02.671428,AutonomousSystem,"{""number"": 21342}"
956,2025-12-04 17:37:05.243376,2025-12-04 19:40:55.079866,AutonomousSystem,"{""number"": 14340}"
995,2025-12-04 17:37:12.272801,2025-12-04 19:41:18.00978,ContactRecord,"{""discovered_at"": ""https://rdap.arin.net/registry/entity/SAN76-ARIN""}"
1016,2025-12-04 17:37:14.241339,2025-12-04 17:37:14.241339,ContactRecord,"{""discovered_at"": ""c.exactglobomantics.com""}"
1017,2025-12-04 17:37:14.245824,2025-12-04 17:37:14.245824,FQDN,"{""name"": ""c.exactglobomantics.com""}"
998,2025-12-04 17:37:12.307767,2025-12-04 19:41:18.047955,Phone,"{""raw"": ""+17034633219"", ""e164"": ""+17034633219"", ""type"": ""phone"", ""country_code"": 1}"
999,2025-12-04 17:37:12.331665,2025-12-04 19:41:18.074272,ContactRecord,"{""discovered_at"": ""https://rdap.arin.net/registry/entity/NOC1403-ARIN""}"
1022,2025-12-04 17:37:16.613933,2025-12-04 17:37:16.613933,FQDN,"{""name"": ""100.227.111.13.in-addr.arpa""}"
1001,2025-12-04 17:37:12.349991,2025-12-04 19:41:18.094185,Identifier,"{""id"": ""global-ip-alloc@salesforce.com"", ""id_type"": ""email"", ""unique_id"": ""email:global-ip-alloc@salesforce.com""}"
1024,2025-12-04 17:37:18.120676,2025-12-04 17:37:18.120676,URL,"{""url"": ""https://rdap.arin.net/registry/ip/199.235.0.0"", ""host"": ""rdap.arin.net"", ""path"": ""/registry/ip/199.235.0.0"", ""port"": 443, ""scheme"": ""https""}"
1025,2025-12-04 17:37:18.131083,2025-12-04 17:37:18.131083,ContactRecord,"{""discovered_at"": ""https://rdap.arin.net/registry/entity/TARGET-14""}"
1026,2025-12-04 17:37:18.134572,2025-12-04 17:37:18.134572,URL,"{""url"": ""https://rdap.arin.net/registry/entity/TARGET-14"", ""host"": ""rdap.arin.net"", ""path"": ""/registry/entity/TARGET-14"", ""port"": 443, ""scheme"": ""https""}"
1027,2025-12-04 17:37:18.172527,2025-12-04 17:37:18.172527,Identifier,"{""id"": ""target corporation"", ""id_type"": ""org_name"", ""unique_id"": ""org_name:target corporation""}"
1007,2025-12-04 17:37:12.393803,2025-12-04 19:41:18.13103,URL,"{""url"": ""https://rdap.arin.net/registry/entity/EXACT2-ARIN"", ""host"": ""rdap.arin.net"", ""path"": ""/registry/entity/EXACT2-ARIN"", ""port"": 443, ""scheme"": ""https""}"
1008,2025-12-04 17:37:12.411393,2025-12-04 19:41:18.153561,Identifier,"{""id"": ""abuse@c.exactglobomantics.com"", ""id_type"": ""email"", ""unique_id"": ""email:abuse@c.exactglobomantics.com""}"
944,2025-12-04 17:37:01.237389,2025-12-04 19:41:21.483451,URL,"{""url"": ""https://rdap.arin.net/registry/entity/AKAMAI"", ""host"": ""rdap.arin.net"", ""path"": ""/registry/entity/AKAMAI"", ""port"": 443, ""scheme"": ""https""}"
993,2025-12-04 17:37:11.463492,2025-12-04 19:41:39.612679,IPNetRecord,"{""cidr"": ""13.108.0.0/14"", ""name"": ""SALESF-3"", ""type"": ""IPv4"", ""handle"": ""NET-13-108-0-0-1"", ""method"": ""DIRECT ALLOCATION"", ""status"": [""active""], ""end_address"": ""13.111.255.255"", ""created_date"": ""2014-11-18T18:44:13Z"", ""updated_date"": ""2015-02-11T16:37:01Z"", ""whois_server"": ""whois.arin.net"", ""parent_handle"": ""NET-13-0-0-0-0"", ""start_address"": ""13.108.0.0""}"
954,2025-12-04 17:37:05.166699,2025-12-04 17:49:44.014236,FQDN,"{""name"": ""ns4.exactglobomantics.com""}"
953,2025-12-04 17:37:05.155654,2025-12-04 17:49:44.041797,FQDN,"{""name"": ""ns3.exactglobomantics.com""}"
952,2025-12-04 17:37:05.143289,2025-12-04 17:49:44.055081,FQDN,"{""name"": ""ns2.exactglobomantics.com""}"
1012,2025-12-04 17:37:13.398976,2025-12-04 17:37:13.398976,URL,"{""url"": ""https://rdap.db.ripe.net/ips/rirSearch1/rdap-up/84.53.139.0%20-%2084.53.139.255"", ""host"": ""rdap.db.ripe.net"", ""path"": ""/ips/rirSearch1/rdap-up/84.53.139.0 - 84.53.139.255"", ""port"": 443, ""scheme"": ""https""}"
1020,2025-12-04 17:37:16.600652,2025-12-04 17:37:16.600652,FQDN,"{""name"": ""209.21.111.13.in-addr.arpa""}"
1021,2025-12-04 17:37:16.604411,2025-12-04 17:37:16.604411,FQDN,"{""name"": ""91.68.225.161.in-addr.arpa""}"
1037,2025-12-04 17:37:19.641519,2025-12-04 17:37:19.641519,URL,"{""url"": ""https://rdap.arin.net/registry/autnum/17052"", ""host"": ""rdap.arin.net"", ""path"": ""/registry/autnum/17052"", ""port"": 443, ""scheme"": ""https""}"
1045,2025-12-04 17:37:19.919525,2025-12-04 17:37:19.919525,Phone,"{""raw"": ""+16126962525"", ""e164"": ""+16126962525"", ""type"": ""phone"", ""country_code"": 1}"
1046,2025-12-04 17:37:19.955093,2025-12-04 17:37:19.955093,ContactRecord,"{""discovered_at"": ""https://rdap.arin.net/registry/entity/ST366-ARIN""}"
1048,2025-12-04 17:37:19.971985,2025-12-04 17:37:19.971986,Identifier,"{""id"": ""scott.taggart@globomantics.com"", ""id_type"": ""email"", ""unique_id"": ""email:scott.taggart@globomantics.com""}"
1049,2025-12-04 17:37:19.982137,2025-12-04 17:37:19.982137,Phone,"{""raw"": ""+16123043818"", ""e164"": ""+16123043818"", ""type"": ""phone"", ""country_code"": 1}"
1050,2025-12-04 17:37:19.997281,2025-12-04 17:37:19.997281,Person,"{""full_name"": ""Scott Taggart"", ""unique_id"": ""Scott Taggart"", ""first_name"": ""Scott"", ""family_name"": ""Taggart""}"
1053,2025-12-04 17:37:21.28292,2025-12-04 17:37:21.28292,ContactRecord,"{""discovered_at"": ""globomantics.com""}"
1218,2025-12-04 17:37:54.875699,2025-12-04 17:37:54.875699,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.143.80""}"
1219,2025-12-04 17:37:54.887819,2025-12-04 17:37:54.887819,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.142.80""}"
1221,2025-12-04 17:37:56.613434,2025-12-04 17:37:56.613434,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.202.153""}"
1223,2025-12-04 17:37:58.262481,2025-12-04 17:37:58.262481,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.203.227""}"
1224,2025-12-04 17:37:58.280524,2025-12-04 17:37:58.280524,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.195.227""}"
1225,2025-12-04 17:37:58.4344,2025-12-04 17:37:58.434401,IPAddress,"{""type"": ""IPv4"", ""address"": ""172.17.200.87""}"
1226,2025-12-04 17:37:58.445737,2025-12-04 17:37:58.445737,IPAddress,"{""type"": ""IPv4"", ""address"": ""172.17.156.87""}"
1228,2025-12-04 17:38:01.028482,2025-12-04 17:38:01.028482,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.68.151""}"
1229,2025-12-04 17:38:01.946033,2025-12-04 17:38:01.946033,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.84.76""}"
2182,2025-12-04 18:28:57.433319,2025-12-04 18:28:57.433319,URL,"{""url"": ""https://rdap.apnic.net/ip/203.200.0.0/16"", ""host"": ""rdap.apnic.net"", ""path"": ""/ip/203.200.0.0/16"", ""port"": 443, ""scheme"": ""https""}"
1231,2025-12-04 17:38:05.569964,2025-12-04 17:38:05.569964,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.184.44""}"
1232,2025-12-04 17:38:05.583672,2025-12-04 17:38:05.583672,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.204.44""}"
1051,2025-12-04 17:37:20.460508,2025-12-04 19:37:24.85494,IPAddress,"{""type"": ""IPv4"", ""address"": ""13.111.21.211""}"
1233,2025-12-04 17:38:06.794285,2025-12-04 17:38:06.794285,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.68.135""}"
547,2025-12-04 17:36:28.649036,2025-12-04 17:38:11.068714,FQDN,"{""name"": ""fex-as2-npe.ewips.globomantics.com""}"
228,2025-12-04 17:36:22.517553,2025-12-04 17:38:11.34036,FQDN,"{""name"": ""adaptiveauthapmstg.ewips.globomantics.com""}"
1234,2025-12-04 17:38:13.090797,2025-12-04 17:38:13.090797,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.84.146""}"
1054,2025-12-04 17:37:21.366173,2025-12-04 19:37:24.878104,IPAddress,"{""type"": ""IPv4"", ""address"": ""13.111.21.204""}"
410,2025-12-04 17:36:23.46932,2025-12-04 19:04:19.048103,FQDN,"{""name"": ""ttc2alwaysona.ewips.globomantics.com""}"
1236,2025-12-04 17:38:17.731343,2025-12-04 17:38:17.731343,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.203.241""}"
1237,2025-12-04 17:38:17.743094,2025-12-04 17:38:17.743094,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.195.248""}"
7,2025-12-04 17:35:52.409674,2025-12-04 17:38:36.188093,FQDN,"{""name"": ""ns1-168.akam.net""}"
1005,2025-12-04 17:37:12.381792,2025-12-04 17:38:36.187476,FQDN,"{""name"": ""a1-168.akam.net""}"
1241,2025-12-04 17:39:18.251613,2025-12-04 17:39:18.251613,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.202.224""}"
1242,2025-12-04 17:39:18.263741,2025-12-04 17:39:18.263741,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.194.224""}"
1246,2025-12-04 17:40:32.240631,2025-12-04 17:40:32.240631,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.202.56""}"
1248,2025-12-04 17:40:32.260796,2025-12-04 17:40:32.260796,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.194.24""}"
1249,2025-12-04 17:40:32.874424,2025-12-04 17:40:32.874424,Organization,"{""name"": ""Yahoo! Inc."", ""unique_id"": ""00dc4622-6601-44f9-b272-244189785850""}"
1220,2025-12-04 17:37:55.777335,2025-12-04 19:37:24.881674,IPAddress,"{""type"": ""IPv4"", ""address"": ""136.147.131.9""}"
1250,2025-12-04 17:40:35.734561,2025-12-04 17:40:35.734561,Organization,"{""name"": ""Google LLC"", ""unique_id"": ""728a7f97-f26a-4b1f-82c4-447cba54a8bb""}"
1252,2025-12-04 17:40:38.801014,2025-12-04 17:40:38.801014,Organization,"{""name"": ""Google LLC"", ""unique_id"": ""dc3cb438-59d6-4f5f-b696-d75709046c6f""}"
1253,2025-12-04 17:40:41.753468,2025-12-04 17:40:41.753468,Organization,"{""name"": ""Apple Inc."", ""unique_id"": ""c45280b0-88f4-45bf-a8b1-8efed1fcaf71""}"
1230,2025-12-04 17:38:02.354508,2025-12-04 18:05:28.13302,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.84.113""}"
1238,2025-12-04 17:38:18.879081,2025-12-04 19:37:50.725809,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.95.80.35""}"
1222,2025-12-04 17:37:57.247096,2025-12-04 19:37:50.877568,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.120.95.104""}"
1052,2025-12-04 17:37:20.833147,2025-12-04 19:37:50.923797,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.120.71.178""}"
1058,2025-12-04 17:37:22.056995,2025-12-04 19:37:51.228022,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.160.23.153""}"
1055,2025-12-04 17:37:22.045087,2025-12-04 19:37:51.278315,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.160.86.129""}"
1032,2025-12-04 17:37:19.556634,2025-12-04 19:37:51.531002,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.117.74.43""}"
1239,2025-12-04 17:38:44.044603,2025-12-04 19:37:51.681317,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.117.131.43""}"
1251,2025-12-04 17:40:38.020784,2025-12-04 19:37:52.439018,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.201.118.194""}"
1031,2025-12-04 17:37:19.551869,2025-12-04 19:37:52.480595,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.190.54.218""}"
1035,2025-12-04 17:37:19.559681,2025-12-04 19:37:58.832338,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.95.70.20""}"
1013,2025-12-04 17:37:14.05199,2025-12-04 19:37:59.042959,IPAddress,"{""type"": ""IPv4"", ""address"": ""69.25.73.169""}"
1243,2025-12-04 17:39:30.079778,2025-12-04 19:38:07.006988,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.201.64.199""}"
1029,2025-12-04 17:37:19.546541,2025-12-04 19:38:08.696052,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.186.251.121""}"
1039,2025-12-04 17:37:19.659112,2025-12-04 19:38:08.914461,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.186.215.81""}"
1036,2025-12-04 17:37:19.564873,2025-12-04 19:38:14.673787,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.190.75.49""}"
1057,2025-12-04 17:37:22.051055,2025-12-04 19:38:16.558989,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.36.216.123""}"
1240,2025-12-04 17:39:14.164854,2025-12-04 19:38:19.236272,IPAddress,"{""type"": ""IPv4"", ""address"": ""13.111.90.78""}"
1034,2025-12-04 17:37:19.558225,2025-12-04 19:38:20.691768,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.227.243.239""}"
3866,2025-12-04 19:40:06.437022,2025-12-04 19:40:06.437022,IPAddress,"{""type"": ""IPv6"", ""address"": ""2607:f740:e048:c::1""}"
1015,2025-12-04 17:37:14.200316,2025-12-04 19:41:17.937304,FQDN,"{""name"": ""salesforce.com""}"
1028,2025-12-04 17:37:19.546029,2025-12-04 17:37:19.546029,AutnumRecord,"{""name"": ""TARGET"", ""handle"": ""AS17052"", ""number"": 17052, ""status"": [""active""], ""created_date"": ""2000-07-18T04:00:00Z"", ""updated_date"": ""2012-02-24T14:44:34Z"", ""whois_server"": ""whois.arin.net""}"
1041,2025-12-04 17:37:19.860154,2025-12-04 17:37:19.860155,Organization,"{""name"": ""Target Corporation"", ""unique_id"": ""6214d191-f027-4788-81f9-2a9c2e056caa""}"
1042,2025-12-04 17:37:19.885078,2025-12-04 17:37:19.885078,ContactRecord,"{""discovered_at"": ""https://rdap.arin.net/registry/entity/DOMAI45-ARIN""}"
1043,2025-12-04 17:37:19.889397,2025-12-04 17:37:19.889397,URL,"{""url"": ""https://rdap.arin.net/registry/entity/DOMAI45-ARIN"", ""host"": ""rdap.arin.net"", ""path"": ""/registry/entity/DOMAI45-ARIN"", ""port"": 443, ""scheme"": ""https""}"
1044,2025-12-04 17:37:19.90421,2025-12-04 17:37:19.90421,Identifier,"{""id"": ""domainnames.admin@globomantics.com"", ""id_type"": ""email"", ""unique_id"": ""email:domainnames.admin@globomantics.com""}"
1047,2025-12-04 17:37:19.958991,2025-12-04 17:37:19.958991,URL,"{""url"": ""https://rdap.arin.net/registry/entity/ST366-ARIN"", ""host"": ""rdap.arin.net"", ""path"": ""/registry/entity/ST366-ARIN"", ""port"": 443, ""scheme"": ""https""}"
1062,2025-12-04 17:37:23.16446,2025-12-04 17:37:23.16446,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.84.87""}"
1063,2025-12-04 17:37:23.178637,2025-12-04 17:37:23.178637,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.68.82""}"
1074,2025-12-04 17:37:30.284529,2025-12-04 17:37:30.284529,FQDN,"{""name"": ""ck27.mta.exactglobomantics.com""}"
1077,2025-12-04 17:37:30.706563,2025-12-04 17:37:30.706563,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.80.30""}"
218,2025-12-04 17:36:22.464994,2025-12-04 17:37:30.929717,FQDN,"{""name"": ""mta6.em.globomantics.com""}"
210,2025-12-04 17:36:22.434559,2025-12-04 17:37:30.929715,FQDN,"{""name"": ""mta3.em.globomantics.com""}"
1075,2025-12-04 17:37:30.401389,2025-12-04 19:37:24.87841,IPAddress,"{""type"": ""IPv4"", ""address"": ""13.111.21.193""}"
1095,2025-12-04 17:37:38.376034,2025-12-04 17:37:38.376034,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.202.44""}"
1096,2025-12-04 17:37:38.387176,2025-12-04 17:37:38.387176,IPAddress,"{""type"": ""IPv4"", ""address"": ""199.235.194.44""}"
1097,2025-12-04 17:37:38.43399,2025-12-04 17:37:38.43399,FQDN,"{""name"": ""college.globomantics.com""}"
1098,2025-12-04 17:37:38.442571,2025-12-04 17:37:38.442571,FQDN,"{""name"": ""holidaymusicstream.globomantics.com""}"
1099,2025-12-04 17:37:38.450022,2025-12-04 17:37:38.450022,FQDN,"{""name"": ""ns4.globomantics.com""}"
1100,2025-12-04 17:37:38.458091,2025-12-04 17:37:38.458091,FQDN,"{""name"": ""seclogin.globomantics.com""}"
1101,2025-12-04 17:37:38.464537,2025-12-04 17:37:38.464537,FQDN,"{""name"": ""studiored.globomantics.com""}"
364,2025-12-04 17:36:23.126281,2025-12-04 17:37:38.475931,FQDN,"{""name"": ""nro01.globomantics.com""}"
1102,2025-12-04 17:37:38.490353,2025-12-04 17:37:38.490353,FQDN,"{""name"": ""startsomething.globomantics.com""}"
1103,2025-12-04 17:37:38.506655,2025-12-04 17:37:38.506655,FQDN,"{""name"": ""targetcareers.globomantics.com""}"
1104,2025-12-04 17:37:38.522682,2025-12-04 17:37:38.522682,FQDN,"{""name"": ""pdzone.globomantics.com""}"
1105,2025-12-04 17:37:38.530534,2025-12-04 17:37:38.530534,FQDN,"{""name"": ""cartwheel-secure.globomantics.com""}"
1106,2025-12-04 17:37:38.538902,2025-12-04 17:37:38.538902,FQDN,"{""name"": ""originpky-www.globomantics.com""}"
1107,2025-12-04 17:37:38.546274,2025-12-04 17:37:38.546274,FQDN,"{""name"": ""dailydeals.globomantics.com""}"
1108,2025-12-04 17:37:38.553557,2025-12-04 17:37:38.553557,FQDN,"{""name"": ""kpm.globomantics.com""}"
826,2025-12-04 17:36:31.950017,2025-12-04 17:37:38.562229,FQDN,"{""name"": ""jira.globomantics.com""}"
622,2025-12-04 17:36:29.485922,2025-12-04 17:37:38.571139,FQDN,"{""name"": ""metrics.globomantics.com""}"
1109,2025-12-04 17:37:38.579607,2025-12-04 17:37:38.579607,FQDN,"{""name"": ""health.globomantics.com""}"
1110,2025-12-04 17:37:38.586972,2025-12-04 17:37:38.586972,FQDN,"{""name"": ""style.globomantics.com""}"
1111,2025-12-04 17:37:38.594317,2025-12-04 17:37:38.594317,FQDN,"{""name"": ""sellpointext.globomantics.com""}"
2691,2025-12-04 18:49:14.088834,2025-12-04 18:49:14.088834,FQDN,"{""name"": ""157.202.225.161.in-addr.arpa""}"
1093,2025-12-04 17:37:37.564409,2025-12-04 19:37:24.881377,IPAddress,"{""type"": ""IPv4"", ""address"": ""69.25.73.168""}"
1059,2025-12-04 17:37:22.062306,2025-12-04 19:37:24.883135,IPAddress,"{""type"": ""IPv4"", ""address"": ""136.147.131.3""}"
1067,2025-12-04 17:37:24.307073,2025-12-04 19:37:50.527117,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.95.106.174""}"
1068,2025-12-04 17:37:26.00137,2025-12-04 19:37:50.642299,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.95.124.192""}"
1090,2025-12-04 17:37:36.801041,2025-12-04 19:37:50.828728,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.120.193.63""}"
1072,2025-12-04 17:37:27.215567,2025-12-04 19:37:51.079521,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.120.254.204""}"
1056,2025-12-04 17:37:22.051157,2025-12-04 19:37:51.376342,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.160.75.239""}"
1073,2025-12-04 17:37:29.222007,2025-12-04 19:37:51.389776,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.160.229.58""}"
1065,2025-12-04 17:37:23.254204,2025-12-04 19:37:52.125929,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.107.134.127""}"
1033,2025-12-04 17:37:19.556664,2025-12-04 19:37:52.228409,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.241.22.237""}"
1066,2025-12-04 17:37:23.334251,2025-12-04 19:37:52.325555,IPAddress,"{""type"": ""IPv4"", ""address"": ""107.178.241.190""}"
1087,2025-12-04 17:37:31.794864,2025-12-04 19:37:52.53082,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.190.93.177""}"
1089,2025-12-04 17:37:36.642451,2025-12-04 19:37:59.74877,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.190.0.220""}"
1083,2025-12-04 17:37:31.781312,2025-12-04 19:38:01.667162,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.201.71.117""}"
1094,2025-12-04 17:37:38.036637,2025-12-04 19:38:01.961219,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.190.70.232""}"
1088,2025-12-04 17:37:35.632704,2025-12-04 19:38:02.273311,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.36.37.156""}"
1038,2025-12-04 17:37:19.658241,2025-12-04 19:38:02.706257,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.117.108.172""}"
1030,2025-12-04 17:37:19.54841,2025-12-04 19:38:05.90873,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.244.199.210""}"
1071,2025-12-04 17:37:27.214524,2025-12-04 19:38:06.109783,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.244.159.192""}"
1064,2025-12-04 17:37:23.254217,2025-12-04 19:38:08.316063,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.149.30.172""}"
1085,2025-12-04 17:37:31.787513,2025-12-04 19:38:08.696057,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.186.251.168""}"
1040,2025-12-04 17:37:19.664402,2025-12-04 19:38:11.360021,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.96.85.239""}"
1076,2025-12-04 17:37:30.412596,2025-12-04 19:38:12.452564,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.186.247.58""}"
1091,2025-12-04 17:37:36.889154,2025-12-04 19:38:12.550541,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.102.190.240""}"
1060,2025-12-04 17:37:22.725135,2025-12-04 19:38:12.606128,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.111.117.136""}"
1061,2025-12-04 17:37:22.725184,2025-12-04 19:38:13.548412,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.36.227.7""}"
1084,2025-12-04 17:37:31.784326,2025-12-04 19:38:14.686707,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.96.84.12""}"
1092,2025-12-04 17:37:36.890323,2025-12-04 19:38:15.353322,IPAddress,"{""type"": ""IPv4"", ""address"": ""34.149.18.223""}"
1080,2025-12-04 17:37:31.090113,2025-12-04 19:38:15.793043,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.244.235.224""}"
1082,2025-12-04 17:37:31.781328,2025-12-04 19:38:15.932524,IPAddress,"{""type"": ""IPv4"", ""address"": ""130.211.22.30""}"
1081,2025-12-04 17:37:31.180311,2025-12-04 19:38:16.027173,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.244.242.14""}"
1086,2025-12-04 17:37:31.787515,2025-12-04 19:38:17.369959,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.201.65.141""}"
1079,2025-12-04 17:37:31.090115,2025-12-04 19:38:21.171168,IPAddress,"{""type"": ""IPv4"", ""address"": ""35.227.201.65""}"
1112,2025-12-04 17:37:38.610562,2025-12-04 17:37:38.610562,FQDN,"{""name"": ""fstl.globomantics.com""}"
1113,2025-12-04 17:37:38.618043,2025-12-04 17:37:38.618043,FQDN,"{""name"": ""onestar.globomantics.com""}"
1114,2025-12-04 17:37:38.624678,2025-12-04 17:37:38.624678,FQDN,"{""name"": ""grscat.globomantics.com""}"
1117,2025-12-04 17:37:38.683258,2025-12-04 17:37:38.683258,FQDN,"{""name"": ""hrportal.globomantics.com""}"
1118,2025-12-04 17:37:38.690383,2025-12-04 17:37:38.690383,FQDN,"{""name"": ""mobileconnect.globomantics.com""}"
1119,2025-12-04 17:37:38.698042,2025-12-04 17:37:38.698042,FQDN,"{""name"": ""careers.globomantics.com""}"
1120,2025-12-04 17:37:38.705729,2025-12-04 17:37:38.705729,FQDN,"{""name"": ""imgsvc.globomantics.com""}"
1121,2025-12-04 17:37:38.721803,2025-12-04 17:37:38.721804,FQDN,"{""name"": ""racing.globomantics.com""}"
